Year,Distance,Engine_capacity(cm3),km_year
2002,259000,2700,12950
2011,150000,1400,13636
2006,125000,2200,7812
2015,172000,2500,24571
2007,134000,2200,8933
2015,188000,1968,26857
2012,187000,2000,18700
2000,300000,2400,13636
2011,196000,1400,17818
1994,33300,1500,1189
2012,180000,1200,18000
2007,222000,2500,14800
2014,231250,2000,28906
2019,41000,1996,13666
2014,193000,1500,24125
2017,114000,1500,22800
2014,385000,1993,48125
2011,167000,1500,15181
2007,187000,1390,12466
2007,224000,1400,14933
2003,134000,2800,7052
1980,999999,900,23809
1996,220000,1400,8461
2013,86000,1397,9555
2005,190000,2200,11176
2012,235000,1300,23500
2003,186000,3000,9789
2009,136000,1400,10461
2011,171000,1500,15545
2015,167000,1500,23857
2018,36000,3000,9000
2005,23548,1400,1385
2010,175000,1500,14583
2005,33000,1998,1941
1996,256895,1700,9880
2008,22222,2222,1587
2002,255989,3000,12799
2007,12541,2500,836
2012,209205,1500,20920
2008,244000,1248,17428
2004,111111,1600,6172
2004,217925,3200,12106
2012,184000,1800,18400
2012,175000,1495,17500
2011,170000,2000,15454
1999,111111,1800,4830
2006,183000,1400,11437
2017,8200,1500,1640
2015,84000,2500,12000
2020,9000,1500,4500
2006,111111,1300,6944
2016,50000,1950,8333
1992,200000,1800,6666
2008,222333,2000,15880
1993,440036,2600,15173
2008,190200,1300,13585
2011,165880,2000,15080
2000,250917,1800,11405
2017,145000,2000,29000
2013,113600,2143,12622
2018,57000,3000,14250
1990,34590,1500,1080
2014,115000,1998,14375
2006,180000,1400,11250
1996,311000,2000,11961
2010,267000,2000,22250
1992,350000,2500,11666
2009,258000,1300,19846
2015,158000,1500,22571
1994,111111,1300,3968
2008,156000,1500,11142
1995,11111,2000,411
2012,167000,2200,16700
2016,68354,1500,11392
2015,188800,1400,26971
2019,48000,2199,16000
2001,230000,2500,10952
2003,214000,1400,11263
2014,142600,1467,17825
2009,121000,2300,9307
2004,111993,1500,6221
1990,330000,1780,10312
2009,249206,1500,19169
2007,299000,1900,19933
2015,60038,2500,8576
2012,100954,1200,10095
2012,201000,1600,20100
2012,151658,1800,15165
2006,340158,1400,21259
2005,163000,1600,9588
1993,300000,1600,10344
2003,248000,1600,13052
2014,130000,1800,16250
1998,333614,2229,13900
2012,180000,1300,18000
2017,60000,1600,12000
2008,250000,2700,17857
2013,183000,1600,20333
2008,264000,2000,18857
2004,116000,1600,6444
1996,360000,2000,13846
1997,190000,1800,7600
1995,256000,2000,9481
2015,84000,1400,12000
2015,147000,1500,21000
2007,42000,2500,2800
1999,235000,1300,10217
2008,189000,2200,13500
2007,165000,1500,11000
2008,170000,1400,12142
2006,199156,1600,12447
2012,234428,2200,23442
2015,152000,1400,21714
2011,187000,1400,17000
2010,63000,1400,5250
2017,48700,2500,9740
2012,171000,1300,17100
2006,235342,1364,14708
2007,252569,1995,16837
2011,143000,1500,13000
2014,266045,2000,33255
2011,200000,2200,18181
2008,111111,1400,7936
2012,233000,1790,23300
2016,40700,1400,6783
2000,350000,2200,15909
2001,33800,1699,1609
1996,290000,2000,11153
2015,33000,1197,4714
2015,11111,1500,1587
2000,300099,2000,13640
1994,123456,1998,4409
2003,330000,2000,17368
2008,250000,2000,17857
2011,230000,1400,20909
1977,222222,2400,4938
2012,228600,1500,22860
2016,153200,2200,25533
2019,80000,1400,26666
2017,30000,1000,6000
2014,150350,1999,18793
2014,105000,2200,13125
1989,320000,2000,9696
2011,190000,1400,17272
2012,102084,1600,10208
2011,196000,1461,17818
2016,87000,2000,14500
2015,60000,3000,8571
1996,200000,1900,7692
1992,250000,2400,8333
2019,10000,3500,3333
2002,400000,1400,20000
2013,147000,1400,16333
2018,170000,2200,42500
2008,189500,1500,13535
1986,37000,1600,1027
2018,109000,2000,27250
2011,110000,1800,10000
1994,313833,2000,11208
2007,300000,1500,20000
2018,1235,1500,308
2013,78000,1300,8666
2002,275100,2000,13755
1993,23332,1300,804
2005,156000,1600,9176
2004,226000,1400,12555
2005,181570,1600,10680
2019,37104,2000,12368
2010,205000,3500,17083
2009,123500,1400,9500
2017,57000,3600,11400
2010,170000,1600,14166
2004,216000,4500,12000
2009,187000,1400,14384
2015,81502,2143,11643
2005,450000,2200,26470
2000,254000,1600,11545
2005,216000,1400,12705
1998,222222,3200,9259
2010,293554,1390,24462
1998,150000,2874,6250
2015,47000,1600,6714
2016,115000,1500,19166
2012,110000,1200,11000
2011,110000,1800,10000
2007,255000,2200,17000
2012,54000,1800,5400
2001,213161,1600,10150
2000,300000,2500,13636
2010,148453,1197,12371
2008,125000,1596,8928
2012,148740,1400,14874
2002,289000,2184,14450
2002,20000,2000,1000
2018,26198,1500,6549
2001,395000,1782,18809
2013,124000,2000,13777
2008,171000,1400,12214
2016,158000,3000,26333
2019,45000,1460,15000
2011,187000,1400,17000
1996,333000,2500,12807
2008,230000,1600,16428
2015,173000,1400,24714
2009,239381,1364,18413
2016,70653,2000,11775
2012,81612,1984,8161
2015,158235,2200,22605
2018,69518,1500,17379
2013,190000,1800,21111
2015,38000,1600,5428
2008,170000,1600,12142
2003,173823,1500,9148
2008,180000,1400,12857
2016,114000,2500,19000
2007,140000,3200,9333
1991,190000,1800,6129
2012,125000,1600,12500
2004,265000,1870,14722
2010,170093,2500,14174
1994,222222,1499,7936
2015,46000,1200,6571
2019,34477,2000,11492
2008,123000,1400,8785
1999,317000,3200,13782
1994,339000,2000,12107
2006,272588,2500,17036
2004,123456,2200,6858
2015,74756,2000,10679
2017,166000,1950,33200
2015,103000,2500,14714
2010,187000,1400,15583
2011,170000,1300,15454
2017,56000,2900,11200
2005,151000,1400,8882
1993,439380,2000,15151
2011,177000,1800,16090
2007,171934,3456,11462
2013,190083,1390,21120
2006,340000,1968,21250
1991,437000,1998,14096
2006,247500,1968,15468
1999,145000,2000,6304
2004,200000,1600,11111
2014,165250,1700,20656
2012,205000,3000,20500
2000,420000,1600,19090
2007,360000,2000,24000
2015,142000,1100,20285
2000,300000,3200,13636
1995,256385,2000,9495
2009,226112,2200,17393
2012,250000,1800,25000
2006,367000,1800,22937
1998,330000,2200,13750
2013,182000,1237,20222
2014,56000,1500,7000
2018,52000,1600,13000
2006,283000,1400,17687
2007,285000,1900,19000
2010,184000,1400,15333
2012,197000,1500,19700
2010,128000,1400,10666
2011,203355,1461,18486
1993,300000,2000,10344
2016,145159,2000,24193
2011,126456,2200,11496
2003,321009,1895,16895
2011,197000,1400,17909
2017,68000,2000,13600
2005,250000,2500,14705
2001,294000,2200,14000
2015,133200,2000,19028
2005,166000,4700,9764
2003,283000,2000,14894
2017,70500,3000,14100
2014,168200,1500,21025
2005,283450,1500,16673
2008,283998,2000,20285
2006,190400,1400,11900
2016,165400,1500,27566
2010,294000,2000,24500
2014,220000,2200,27500
1996,111111,1100,4273
1998,380000,2000,15833
2001,280000,2000,13333
2000,200000,2000,9090
2013,223000,2200,24777
2008,170000,3006,12142
2008,125000,1400,8928
2019,57000,1995,19000
2016,150000,2000,25000
2002,185000,2800,9250
2003,248000,3200,13052
2007,220000,3500,14666
2009,160000,1400,12307
2016,56000,2000,9333
2016,158000,1500,26333
2014,96000,2496,12000
1989,280000,1800,8484
2018,20000,2000,5000
2005,220000,1300,12941
2013,165000,3000,18333
2001,267000,1900,12714
2008,221000,3600,15785
1995,119119,1800,4411
2001,300000,1900,14285
2013,217300,1400,24144
2013,145000,1200,16111
2008,225000,2000,16071
2013,97500,1200,10833
2016,185000,2500,30833
2001,320000,2200,15238
2013,145000,1600,16111
2008,201000,2700,14357
2010,236000,1500,19666
2008,171000,3000,12214
2018,154325,1500,38581
2007,180000,1600,12000
2018,75000,3000,18750
2018,49810,4398,12452
2007,210000,3000,14000
2011,106500,1400,9681
2011,76000,1800,6909
2014,210000,2700,26250
1998,174000,2000,7250
2016,88000,1400,14666
2007,159000,1400,10600
2016,144000,1800,24000
2007,347121,3000,23141
2006,200000,1100,12500
2013,128000,1500,14222
2006,250000,2997,15625
2006,150000,2400,9375
2011,190000,2000,17272
2011,280000,1600,25454
2015,158000,1500,22571
2003,270000,2200,14210
1997,265000,3000,10600
2015,140181,1500,20025
2006,400000,2000,25000
2017,152000,1500,30400
2015,40000,1984,5714
2018,114000,1800,28500
2013,97000,2993,10777
2013,175000,1400,19444
2008,215000,1400,15357
2008,207000,2000,14785
1996,347000,1324,13346
2008,168000,1400,12000
2008,226247,1500,16160
2016,150330,1999,25055
2013,112000,2000,12444
2017,33000,2000,6600
2013,93000,2500,10333
2010,156000,1400,13000
2006,240000,1500,15000
2015,95450,2500,13635
2016,207000,1500,34500
2003,300000,2000,15789
2008,267987,1800,19141
2016,170000,2500,28333
2003,162100,1400,8531
2010,183000,1400,15250
2011,172000,1200,15636
2015,177555,2143,25365
1991,265800,1300,8574
2002,187000,1800,9350
2009,181000,1390,13923
2017,50000,2000,10000
2012,182315,1500,18231
2003,189000,1800,9947
2014,65000,1600,8125
2016,167000,1500,27833
2017,33000,2000,6600
2004,197000,1300,10944
2015,169000,3000,24142
2016,140208,2143,23368
2003,250000,1400,13157
2003,10000,3000,526
2004,216000,1200,12000
2003,291000,2354,15315
2002,500000,2500,25000
2006,75000,2700,4687
2015,241654,1149,34522
2015,169000,2000,24142
2004,277000,1995,15388
2015,207000,2000,29571
2012,134000,2500,13400
2016,67300,2500,11216
2000,289000,1800,13136
2013,138000,2000,15333
2003,20000,1400,1052
2012,226450,3500,22645
2010,123000,1300,10250
2011,191500,1500,17409
2017,32000,2000,6400
2018,22656,1500,5664
2008,356000,2200,25428
2009,205000,1400,15769
2013,144000,1500,16000
2017,140000,1500,28000
1991,10000,1700,322
2014,269591,2000,33698
2011,170352,1200,15486
1992,381300,1600,12710
2013,170000,2000,18888
1995,100000,1400,3703
2012,150000,2000,15000
2013,45000,1400,5000
2016,132980,1500,22163
2001,130000,2400,6190
1988,11111,1500,326
1995,350000,2200,12962
2014,171000,1500,21375
2013,187000,1500,20777
2008,261000,1300,18642
2011,248000,2000,22545
2015,40000,2000,5714
2015,153325,1500,21903
2009,89000,1500,6846
2012,165000,2000,16500
2016,15900,3000,2650
2008,85000,4000,6071
2016,162772,2143,27128
1992,209000,1500,6966
2015,127350,1798,18192
1994,200000,1800,7142
2010,220000,1500,18333
2016,80000,1600,13333
2012,147765,1400,14776
1993,155000,1900,5344
2019,11353,2400,3784
2017,63000,1990,12600
2017,65000,2000,13000
2018,24000,1600,6000
2001,250000,4700,11904
2020,24523,2000,12261
2011,192000,2000,17454
2013,176000,1400,19555
1994,20000,1300,714
2007,220000,1500,14666
2018,33000,2993,8250
2007,285000,1400,19000
2002,333531,2200,16676
2010,280000,1900,23333
2013,97000,2000,10777
1992,32000,1468,1066
2008,146000,2400,10428
2012,170000,1500,17000
1994,190000,2000,6785
2002,280000,2000,14000
2018,52935,1500,13233
2014,119000,1600,14875
2011,195000,2200,17727
2015,38000,2496,5428
2007,140000,1400,9333
2013,164221,1984,18246
2015,147000,2000,21000
1992,314797,1600,10493
2001,270000,3200,12857
2015,156000,1800,22285
2008,297000,1400,21214
2009,169850,2500,13065
2000,300000,3200,13636
2013,105000,2500,11666
2017,90000,1400,18000
2012,250000,1500,25000
2012,92000,1461,9200
2005,317000,1600,18647
2016,33000,1000,5500
2006,292600,2200,18287
2003,331001,3000,17421
2012,179238,1500,17923
2017,52000,2500,10400
2002,380000,2000,19000
2006,250333,1500,15645
2016,135000,1200,22500
2004,169000,1800,9388
2008,295000,2200,21071
2010,145000,1800,12083
2008,340000,4000,24285
2015,126663,1600,18094
2013,190000,1600,21111
2020,4700,2000,2350
2009,123000,2500,9461
2008,205000,2500,14642
2019,30000,1499,10000
2008,190000,2450,13571
2000,567868,2000,25812
2010,105000,2500,8750
2013,180000,1500,20000
2011,220273,1400,20024
2008,128000,1400,9142
2003,199000,1200,10473
2004,190000,1500,10555
2002,368000,2000,18400
2003,160000,1400,8421
2008,289565,2231,20683
2008,245000,2400,17500
2000,317000,1600,14409
2004,23451,1800,1302
2010,201200,2400,16766
2014,83000,1998,10375
1996,150333,1400,5782
1999,197000,1300,8565
2011,167000,1200,15181
2001,300000,1900,14285
2011,134000,1800,12181
2008,256854,3200,18346
2012,144000,2000,14400
2007,173451,2300,11563
2003,316523,1497,16659
2002,160000,2000,8000
2013,142215,1500,15801
2011,124000,1333,11272
2013,217000,1500,24111
2010,154154,1400,12846
2005,250000,1560,14705
2015,136000,1400,19428
2014,98000,2000,12250
2010,248000,3500,20666
2008,176000,3600,12571
2013,110000,1200,12222
2015,70000,1400,10000
2003,364000,3222,19157
2014,185000,3000,23125
2013,237000,1400,26333
2012,157000,1200,15700
2017,21800,2993,4360
2012,228000,2200,22800
2017,138200,1461,27640
2018,28000,1000,7000
2009,170000,1800,13076
2012,169340,1248,16934
2002,300000,2500,15000
2020,29000,2199,14500
2004,111111,1400,6172
2010,156000,2400,13000
2010,202000,1400,16833
2007,250000,1400,16666
2017,126000,1969,25200
2015,100000,2000,14285
1997,300000,1400,12000
2008,130000,1400,9285
2017,150000,2000,30000
2007,140000,1600,9333
2013,189000,1800,21000
2012,138000,2000,13800
1993,270000,2000,9310
2000,150000,1800,6818
1992,300000,1600,10000
2018,183000,2000,45750
2015,79580,1597,11368
2015,70000,1400,10000
2008,210000,1600,15000
2006,189000,2200,11812
2007,212800,1500,14186
2016,50000,1950,8333
1988,234786,2200,6905
2015,187000,2000,26714
2011,68400,1800,6218
2001,400000,2500,19047
2009,188000,1998,14461
2010,221000,1206,18416
2009,200000,2000,15384
2006,250000,1700,15625
2005,245000,1300,14411
2005,390845,1400,22990
2015,96000,2500,13714
1994,282537,1600,10090
2004,320000,2200,17777
2011,225000,2200,20454
1986,100000,1600,2777
2005,175103,2800,10300
2014,140000,1600,17500
2011,125245,1400,11385
2015,156000,1995,22285
2019,14000,1798,4666
2008,213258,1600,15232
2013,197000,2000,21888
2000,315000,1300,14318
2008,90000,1400,6428
1999,360000,1900,15652
2017,123378,1591,24675
2012,170000,1398,17000
2017,48000,1200,9600
2005,205000,3000,12058
2013,169000,2200,18777
2009,249000,1400,19153
2003,321000,2200,16894
2012,190467,1400,19046
2004,3500,1600,194
2011,181000,1600,16454
2012,93112,2179,9311
2020,1750,2000,875
2011,251000,2200,22818
2011,158000,1400,14363
2002,274275,2600,13713
2012,132000,1600,13200
2016,121000,3500,20166
2008,212881,2700,15205
2013,85000,1600,9444
2005,280000,1400,16470
2006,140000,1600,8750
2007,215631,1500,14375
2009,300013,1482,23077
2011,240000,1500,21818
2011,120000,1400,10909
1974,250000,1200,5208
2001,200000,2500,9523
2019,33674,1600,11224
2016,69884,1800,11647
2011,146788,3000,13344
2018,82000,1500,20500
2005,289230,2000,17013
1995,383347,1590,14198
2007,265000,2500,17666
2013,200000,2000,22222
2009,290099,2400,22315
2008,188000,1500,13428
2004,320000,1900,17777
1997,186000,1400,7440
2017,162000,1500,32400
2008,187000,1300,13357
2017,95000,1800,19000
2018,52000,1500,13000
2000,289000,1995,13136
2016,226000,2000,37666
2005,116742,1500,6867
2000,123456,2000,5611
2016,147229,2200,24538
1991,350000,1800,11290
1991,290000,2000,9354
2008,221000,1400,15785
2007,212656,3200,14177
2014,225000,1200,28125
1989,448698,3000,13596
2005,259000,2400,15235
2007,196687,2000,13112
2012,154216,1798,15421
2003,90000,1500,4736
2002,273000,1600,13650
2015,116000,1996,16571
2002,244000,1400,12200
2002,272000,2000,13600
2018,129000,2000,32250
2013,158000,1984,17555
2012,212700,1200,21270
2016,156000,1500,26000
2003,146000,1500,7684
2010,255000,1200,21250
2008,139000,1000,9928
2014,135000,1500,16875
2008,350536,1998,25038
2012,131843,1500,13184
2014,136000,3000,17000
2013,140000,1400,15555
2011,1111,1500,101
2017,61000,1800,12200
2005,143000,3000,8411
2005,300000,1800,17647
2016,170000,1998,28333
2008,298295,2696,21306
2010,167000,3000,13916
2000,30080,2500,1367
2012,125000,1500,12500
2003,300100,1400,15794
1980,10000,1100,238
2003,212000,2500,11157
1990,65000,1300,2031
2005,230000,2500,13529
2004,284000,2700,15777
2012,185002,3000,18500
2012,111896,1200,11189
1999,346166,1895,15050
2004,328000,2700,18222
2015,149802,1364,21400
2007,180000,1796,12000
2014,119600,1500,14950
2016,72000,2500,12000
2004,394203,2400,21900
2017,64000,2000,12800
2016,226000,2000,37666
2004,215900,1998,11994
2013,168000,1500,18666
2003,111111,1800,5847
1995,274525,1665,10167
2013,82000,2000,9111
2013,149800,1000,16644
2009,315836,1400,24295
2018,45000,2000,11250
2006,213000,2500,13312
2020,7000,2151,3500
2014,64000,2000,8000
2014,153000,2000,19125
2018,57000,1500,14250
2018,26974,2000,6743
2004,2899,2500,161
2001,480523,2200,22882
2010,190000,1800,15833
2011,220000,1300,20000
1999,334974,2200,14564
2010,120000,1400,10000
2017,130000,1500,26000
2017,168000,2000,33600
2006,390000,3200,24375
2012,180000,3000,18000
2003,265412,1400,13969
2018,83386,1598,20846
2010,155000,1600,12916
2006,200000,1100,12500
2010,189940,1300,15828
2016,116000,1968,19333
2019,11353,2400,3784
2003,290000,2000,15263
2011,175000,1400,15909
2011,230000,2000,20909
2012,210000,2400,21000
2000,320000,2000,14545
2013,178313,2199,19812
2016,180677,1500,30112
2008,190000,1500,13571
2010,205000,1800,17083
1994,320000,2000,11428
2010,150000,2200,12500
1994,320765,1598,11455
1992,300000,1800,10000
2012,127000,1600,12700
2012,84000,2000,8400
2006,200000,1400,12500
2016,50000,1950,8333
2010,78000,1400,6500
2001,195000,1800,9285
2015,171000,1600,24428
2000,199000,2000,9045
2005,200000,1200,11764
2011,250000,3000,22727
1995,290000,2000,10740
2014,96212,1600,12026
2015,69662,2000,9951
2020,17000,2000,8500
2010,241000,3500,20083
1998,370000,2800,15416
2016,108000,1600,18000
2002,250000,2200,12500
2009,240000,2400,18461
2014,135000,1796,16875
2010,185311,2200,15442
2017,93000,1968,18600
2003,190000,2000,10000
2004,306000,2000,17000
2008,135000,1500,9642
2012,181000,1300,18100
2008,231000,1400,16500
1993,145000,2000,5000
2012,172000,1500,17200
2010,260000,1400,21666
2014,165900,1396,20737
1996,334587,2000,12868
1992,372000,1600,12400
1996,500000,2000,19230
1993,300000,2400,10344
2010,257500,1800,21458
2016,116994,2500,19499
2010,123500,2200,10291
2015,170000,2000,24285
1999,219500,1600,9543
2002,187000,1800,9350
2005,410130,3000,24125
2011,30000,1700,2727
2019,17800,2000,5933
2014,205000,2500,25625
2014,82000,2000,10250
2013,82000,2000,9111
2000,280523,2500,12751
2013,204800,2000,22755
2011,142001,1500,12909
2006,255000,2500,15937
2014,90000,1000,11250
2009,210000,1400,16153
2007,128500,1300,8566
2011,229354,2000,20850
2009,132000,1400,10153
1995,111111,2000,4115
2006,215000,1800,13437
2006,174340,1600,10896
2001,27000,1900,1285
2007,235258,1800,15683
2012,177000,3000,17700
2003,323000,2500,17000
2005,285000,2500,16764
2012,202268,1500,20226
2019,33000,1598,11000
1994,300000,2000,10714
2005,130000,1500,7647
2011,186000,1600,16909
2015,141530,1500,20218
2013,132000,1800,14666
2008,189000,3500,13500
2010,16000,3000,1333
2015,181000,2400,25857
2011,190000,2000,17272
2004,245000,2700,13611
2005,270000,1300,15882
2014,155000,2400,19375
2014,281181,2200,35147
2017,38000,898,7600
2016,1360,1800,226
2013,180000,2200,20000
2005,91000,1400,5352
2007,500000,1400,33333
2012,179238,1500,17923
2013,140000,1300,15555
2012,171000,1500,17100
2017,27138,1500,5427
2015,206673,1600,29524
2012,170850,2000,17085
2010,190000,1800,15833
1994,270000,2000,9642
2005,310000,1198,18235
2004,147000,3000,8166
2017,136800,1500,27360
2011,185000,1800,16818
2005,252333,1400,14843
2015,200000,1499,28571
2004,309000,1400,17166
2015,95000,1200,13571
2008,132000,1000,9428
2017,22000,3000,4400
2006,162000,2200,10125
