Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Age,km_year,mileage,Engine_class
Toyota,Rav 4,2015,SUV,245000,2000,Petrol,Manual,13900,7,35000,high,Mid-capacity
Volkswagen,Golf,2009,Hatchback,185000,1400,Petrol,Manual,6999,13,14230,medium,Low-capacity
Volkswagen,Tiguan,2012,Crossover,180000,1984,Petrol,Automatic,12300,10,18000,medium,Mid-capacity
BMW,3 Series,2016,Universal,187000,2000,Diesel,Automatic,14999,6,31166,high,Mid-capacity
Volvo,S90,2017,Sedan,52800,2000,Petrol,Automatic,25000,5,10560,medium,Mid-capacity
Toyota,Rav 4,2017,Crossover,95000,2500,Hybrid,Automatic,20500,5,19000,medium,Mid-capacity
Audi,A6,2007,Sedan,270000,2000,Diesel,Automatic,5000,15,18000,medium,Mid-capacity
Renault,Megane,2014,Universal,163000,1500,Diesel,Manual,7600,8,20375,high,Low-capacity
Toyota,Avensis,2006,Universal,300000,2200,Diesel,Manual,6500,16,18750,medium,Mid-capacity
Porsche,Cayenne,2012,Crossover,103000,2995,Hybrid,Automatic,28000,10,10300,medium,Mid-capacity
Honda,Accord,2020,Sedan,6900,1500,Petrol,Automatic,16990,2,3450,low,Low-capacity
Opel,Zafira,2001,Universal,385680,1995,Diesel,Manual,2490,21,18365,medium,Mid-capacity
Renault,Grand Scenic,2015,Minivan,220000,1500,Diesel,Automatic,8550,7,31428,high,Low-capacity
Mercedes,E Class,2014,Sedan,137000,2200,Diesel,Automatic,19950,8,17125,medium,Mid-capacity
BMW,3 Series,2018,Sedan,15000,2000,Plug-in Hybrid,Automatic,22800,4,3750,low,Mid-capacity
Mercedes,E Class,2008,Sedan,257840,2200,Diesel,Automatic,6200,14,18417,medium,Mid-capacity
Mercedes,E Class,2015,Universal,117000,2200,Diesel,Automatic,16500,7,16714,medium,Mid-capacity
Mitsubishi,Space Star,2002,Universal,281346,1600,Metan/Propan,Manual,1900,20,14067,medium,Low-capacity
Volkswagen,Transporter,2009,Microvan,200000,2000,Diesel,Manual,9999,13,15384,medium,Mid-capacity
BMW,5 Series,2002,Sedan,232000,2500,Diesel,Manual,4800,20,11600,medium,Mid-capacity
Dacia,Logan Mcv,2007,Universal,210135,1400,Metan/Propan,Manual,2699,15,14009,medium,Low-capacity
Skoda,Octavia,2011,Universal,185600,1200,Petrol,Manual,6750,11,16872,medium,Low-capacity
Mercedes,Series (W124),1995,Sedan,270000,2500,Diesel,Automatic,1600,27,10000,low,Mid-capacity
Mercedes,C Class,2012,Sedan,185000,2200,Diesel,Automatic,14499,10,18500,medium,Mid-capacity
Renault,Megane,2015,Universal,118000,1500,Diesel,Automatic,8599,7,16857,medium,Low-capacity
Mercedes,C Class,2012,Minivan,270000,2200,Diesel,Automatic,10999,10,27000,high,Mid-capacity
Mercedes,GLC,2019,SUV,27000,2000,Plug-in Hybrid,Automatic,39999,3,9000,low,Mid-capacity
Volkswagen,Passat,2014,Sedan,138000,1400,Petrol,Automatic,9799,8,17250,medium,Low-capacity
Lexus,CT Series,2014,Hatchback,197000,1800,Hybrid,Automatic,13499,8,24625,high,Mid-capacity
Skoda,Octavia,2009,Sedan,262000,1400,Petrol,Manual,5999,13,20153,high,Low-capacity
Audi,Q7,2016,SUV,150000,2980,Diesel,Automatic,52222,6,25000,high,Mid-capacity
Audi,A6,2008,Universal,285000,2700,Diesel,Manual,6000,14,20357,high,Mid-capacity
Mercedes,E Class,2008,Sedan,222222,3000,Diesel,Automatic,3700,14,15873,medium,Mid-capacity
Renault,Scenic,2012,Microvan,215000,1500,Diesel,Manual,6750,10,21500,high,Low-capacity
Skoda,Superb,2009,Hatchback,169500,1398,Petrol,Manual,7100,13,13038,medium,Low-capacity
BMW,5 Series,2003,Sedan,10000,2200,Petrol,Manual,6800,19,526,low,Mid-capacity
Rare,R2,2017,Hatchback,41000,1200,Petrol,Automatic,4950,5,8200,low,Low-capacity
Opel,Insignia,2009,Hatchback,223000,2000,Diesel,Manual,5000,13,17153,medium,Mid-capacity
Mitsubishi,L Series,2009,Pickup,270000,2500,Diesel,Manual,7500,13,20769,high,Mid-capacity
Volvo,S70,1998,Sedan,240770,1984,Petrol,Manual,3500,24,10032,low,Mid-capacity
Mercedes,GL Class,2011,SUV,172000,4500,Metan/Propan,Automatic,23900,11,15636,medium,Large-capacity
Vaz,2105,1997,Sedan,222222,1500,Petrol,Manual,3650,25,8888,low,Low-capacity
Renault,Captur,2014,Hatchback,138000,1500,Diesel,Manual,8000,8,17250,medium,Low-capacity
Nissan,Qashqai+2,2010,Crossover,145000,1500,Diesel,Manual,8700,12,12083,medium,Low-capacity
KIA,Sportage,2006,SUV,185000,2000,Petrol,Manual,6000,16,11562,medium,Mid-capacity
BMW,5 Series,2002,Sedan,298000,2000,Diesel,Manual,5200,20,14900,medium,Mid-capacity
Fiat,500L,2012,Hatchback,172000,875,Petrol,Manual,7999,10,17200,medium,Microlitre
Toyota,Corolla Verso,2004,Microvan,26000,1800,Petrol,Manual,6000,18,1444,low,Mid-capacity
Volkswagen,Bora,2002,Sedan,200000,2000,Petrol,Manual,2800,20,10000,low,Mid-capacity
BMW,3 Series,2010,Universal,185000,2000,Diesel,Automatic,8900,12,15416,medium,Mid-capacity
Volkswagen,Golf,2007,Universal,158340,1400,Petrol,Manual,5500,15,10556,medium,Low-capacity
Hyundai,Elantra,2013,Sedan,140000,1800,Petrol,Automatic,8500,9,15555,medium,Mid-capacity
Opel,Insignia,2010,Universal,255000,1956,Diesel,Automatic,4600,12,21250,high,Mid-capacity
Citroen,Xsara Picasso,2001,Minivan,350000,1800,Metan/Propan,Manual,2350,21,16666,medium,Mid-capacity
BMW,3 Series,2010,Universal,185000,2000,Diesel,Automatic,8900,12,15416,medium,Mid-capacity
Volkswagen,Golf,2007,Universal,158340,1400,Petrol,Manual,5500,15,10556,medium,Low-capacity
Hyundai,Elantra,2013,Sedan,140000,1800,Petrol,Automatic,8500,9,15555,medium,Mid-capacity
Opel,Insignia,2010,Universal,255000,1956,Diesel,Automatic,4600,12,21250,high,Mid-capacity
Citroen,Xsara Picasso,2001,Minivan,350000,1800,Metan/Propan,Manual,2350,21,16666,medium,Mid-capacity
Nissan,Primera,2004,Sedan,188800,2000,Petrol,Automatic,3000,18,10488,medium,Mid-capacity
Nissan,Juke,2014,SUV,119000,1600,Petrol,Automatic,13850,8,14875,medium,Low-capacity
Ford,Mondeo,2007,Universal,220000,2000,Diesel,Manual,5200,15,14666,medium,Mid-capacity
Dodge,Caliber,2007,Crossover,215211,2000,Metan/Propan,Automatic,5499,15,14347,medium,Mid-capacity
Skoda,Superb,2016,Hatchback,115000,2000,Diesel,Manual,15900,6,19166,high,Mid-capacity
BMW,5 Series,2003,Sedan,218000,3000,Diesel,Automatic,9000,19,11473,medium,Mid-capacity
Volkswagen,Passat,2015,Universal,195000,1600,Diesel,Manual,12100,7,27857,high,Low-capacity
Toyota,Auris,2014,Hatchback,160000,1400,Diesel,Manual,7600,8,20000,high,Low-capacity
Toyota,Prius,2016,Sedan,30000,1800,Hybrid,Automatic,13999,6,5000,low,Mid-capacity
Mercedes,E Class,2002,Sedan,215678,2200,Diesel,Automatic,4000,20,10783,medium,Mid-capacity
Skoda,Yeti,2012,Crossover,68000,1200,Petrol,Automatic,8300,10,6800,low,Low-capacity
Ford,Focus,2012,Universal,160304,1000,Petrol,Manual,4999,10,16030,medium,Microlitre
Mercedes,A Class,1999,Universal,178400,1600,Petrol,Automatic,3500,23,7756,low,Low-capacity
Volkswagen,Caravelle,2007,Minivan,260000,2500,Diesel,Manual,8200,15,17333,medium,Mid-capacity
Volvo,V90,2016,Universal,157000,2000,Diesel,Automatic,28999,6,26166,high,Mid-capacity
Volkswagen,Jetta,2016,Hatchback,82000,1400,Petrol,Automatic,9300,6,13666,medium,Low-capacity
BMW,5 Series,2015,Sedan,140000,2000,Diesel,Automatic,24000,7,20000,high,Mid-capacity
KIA,Ceed,2014,Hatchback,160174,1396,Diesel,Manual,6700,8,20021,high,Low-capacity
Dacia,Logan,2013,Universal,105679,898,Metan/Propan,Manual,5399,9,11742,medium,Microlitre
Hyundai,Getz,2005,Hatchback,300000,1100,Petrol,Manual,2600,17,17647,medium,Low-capacity
Toyota,Verso,2013,Minivan,85000,1800,Petrol,Automatic,11500,9,9444,low,Mid-capacity
BMW,X3,2008,SUV,160000,1995,Diesel,Automatic,9800,14,11428,medium,Mid-capacity
Volvo,XC90,2012,SUV,170000,2400,Diesel,Automatic,18000,10,17000,medium,Mid-capacity
Peugeot,207,2007,Cabriolet,200000,1560,Diesel,Manual,5999,15,13333,medium,Low-capacity
Hyundai,Santa FE,2014,SUV,166000,2200,Diesel,Automatic,19500,8,20750,high,Mid-capacity
Volkswagen,Golf,2000,Roadster,23000,1900,Diesel,Automatic,1000,22,1045,low,Mid-capacity
Lincoln,Navigator,2015,SUV,120000,3500,Petrol,Automatic,28000,7,17142,medium,Large-capacity
Peugeot,Partner,2000,Minivan,200000,1900,Diesel,Manual,1100,22,9090,low,Mid-capacity
Dacia,Logan,2010,Sedan,220000,1500,Diesel,Manual,3000,12,18333,medium,Low-capacity
BMW,5 Series,2017,Sedan,67000,1998,Plug-in Hybrid,Automatic,37950,5,13400,medium,Mid-capacity
Volkswagen,Tiguan,2010,SUV,149000,1400,Petrol,Manual,8500,12,12416,medium,Low-capacity
Jeep,Grand Cherokee,2006,SUV,320000,3000,Diesel,Automatic,13300,16,20000,high,Mid-capacity
Honda,Jazz,2005,Hatchback,270000,1400,Petrol,Manual,2500,17,15882,medium,Low-capacity
Chevrolet,Cruze,2012,Sedan,122000,1800,Metan/Propan,Automatic,6800,10,12200,medium,Mid-capacity
Volkswagen,Golf,2000,Coupe,23000,1900,Diesel,Manual,800,22,1045,low,Mid-capacity
Alfa Romeo,159,2010,Sedan,165000,2400,Diesel,Automatic,5750,12,13750,medium,Mid-capacity
Mazda,CX-3,2018,Crossover,37000,2000,Petrol,Automatic,18700,4,9250,low,Mid-capacity
Volkswagen,Caravelle,2016,Minivan,187000,2000,Diesel,Automatic,21700,6,31166,high,Mid-capacity
Volkswagen,Passat,1998,Sedan,362000,1900,Diesel,Automatic,3400,24,15083,medium,Mid-capacity
Volkswagen,Caravelle,2016,Minivan,220000,2000,Diesel,Automatic,17700,6,36666,high,Mid-capacity
Nissan,Murano,2012,SUV,140000,2499,Diesel,Automatic,10500,10,14000,medium,Mid-capacity
Nissan,Sentra,2016,Sedan,36000,1800,Petrol,Automatic,11000,6,6000,low,Mid-capacity
Dodge,Ram,2017,Pickup,57000,3600,Petrol,Automatic,26800,5,11400,medium,Large-capacity
Nissan,Juke,2014,Crossover,61000,1600,Petrol,Automatic,10900,8,7625,low,Low-capacity
Volkswagen,Golf,2015,Hatchback,112000,2000,Petrol,Automatic,14200,7,16000,medium,Mid-capacity
Volkswagen,Touareg,2012,SUV,215000,3000,Diesel,Automatic,22500,10,21500,high,Mid-capacity
Volkswagen,Passat,2006,Universal,210000,2000,Diesel,Automatic,2000,16,13125,medium,Mid-capacity
Ford,Fusion,2016,Sedan,25000,2700,Petrol,Automatic,14800,6,4166,low,Mid-capacity
Audi,A8,2017,Sedan,22000,3000,Petrol,Automatic,34800,5,4400,low,Mid-capacity
Nissan,Qashqai,2011,Crossover,192800,1500,Diesel,Manual,8400,11,17527,medium,Low-capacity
Audi,A8,2017,Sedan,22000,3000,Petrol,Automatic,34800,5,4400,low,Mid-capacity
Nissan,Qashqai,2011,Crossover,192800,1500,Diesel,Manual,8400,11,17527,medium,Low-capacity
Skoda,Superb,2009,Sedan,229000,2000,Diesel,Automatic,11000,13,17615,medium,Mid-capacity
Mercedes,R Class,2008,Universal,170000,2998,Petrol,Automatic,12500,14,12142,medium,Mid-capacity
Lexus,GS Series,2014,Sedan,160000,2500,Hybrid,Automatic,18300,8,20000,high,Mid-capacity
Mercedes,A Class,2006,Hatchback,210000,1500,Metan/Propan,Automatic,5300,16,13125,medium,Low-capacity
Mercedes,B Class,2008,Hatchback,220000,1800,Diesel,Automatic,3500,14,15714,medium,Mid-capacity
Mercedes,S Class,2011,Sedan,170000,2987,Diesel,Automatic,21900,11,15454,medium,Mid-capacity
Nissan,Patrol,2005,SUV,209000,3000,Diesel,Automatic,16000,17,12294,medium,Mid-capacity
Nissan,Almera,2005,Hatchback,235000,1500,Petrol,Manual,3200,17,13823,medium,Low-capacity
BMW,4 series,2018,Coupe,12000,3000,Petrol,Automatic,36500,4,3000,low,Mid-capacity
BMW,3 Series,2007,Sedan,240000,2000,Petrol,Manual,6999,15,16000,medium,Mid-capacity
Mazda,CX-3,2018,Crossover,37000,2000,Petrol,Automatic,18700,4,9250,low,Mid-capacity
Volkswagen,Caravelle,2016,Minivan,220000,2000,Diesel,Automatic,17700,6,36666,high,Mid-capacity
Opel,Insignia,2011,Sedan,121000,1800,Petrol,Manual,8500,11,11000,medium,Mid-capacity
Dacia,Logan,2008,Universal,350000,1500,Diesel,Manual,3700,14,25000,high,Low-capacity
Lexus,RX Series,2007,Crossover,211300,3311,Hybrid,Automatic,4500,15,14086,medium,Mid-capacity
Rare,R2,2017,Hatchback,58000,1200,Petrol,Automatic,4800,5,11600,medium,Low-capacity
Toyota,Corolla,2005,Hatchback,20000,1500,Diesel,Manual,1000,17,1176,low,Low-capacity
Volkswagen,Jetta,2014,Sedan,129000,2000,Petrol,Automatic,9999,8,16125,medium,Mid-capacity
Hyundai,Santa FE,2014,Crossover,135000,2000,Petrol,Automatic,15799,8,16875,medium,Mid-capacity
Skoda,Octavia,2016,Sedan,198000,1600,Diesel,Manual,11999,6,33000,high,Low-capacity
BMW,X5,2008,SUV,184000,3000,Diesel,Automatic,17600,14,13142,medium,Mid-capacity
Citroen,C5,2006,Universal,260000,1600,Diesel,Manual,2799,16,16250,medium,Low-capacity
Nissan,Juke,2011,Crossover,170000,1600,Petrol,Automatic,8900,11,15454,medium,Low-capacity
BMW,X3,2014,Crossover,73000,2979,Petrol,Automatic,22500,8,9125,low,Mid-capacity
Mercedes,B Class,2006,Hatchback,400000,2000,Diesel,Automatic,6449,16,25000,high,Mid-capacity
BMW,X5,2000,Crossover,332000,3000,Metan/Propan,Automatic,8999,22,15090,medium,Mid-capacity
BMW,7 Series,2006,Sedan,285000,3000,Metan/Propan,Automatic,7999,16,17812,medium,Mid-capacity
Opel,Astra,2011,Universal,198625,1300,Diesel,Manual,5600,11,18056,medium,Low-capacity
Renault,Talisman,2016,Universal,168000,1500,Diesel,Automatic,13499,6,28000,high,Low-capacity
Nissan,NV400,2012,Minivan,111000,2300,Diesel,Manual,16700,10,11100,medium,Mid-capacity
Volkswagen,Passat,2002,Sedan,20000,2000,Petrol,Manual,2000,20,1000,low,Mid-capacity
Mercedes,GL Class,2013,SUV,187000,3000,Diesel,Automatic,31500,9,20777,high,Mid-capacity
Toyota,Rav 4,2016,Crossover,158000,2500,Hybrid,Automatic,20699,6,26333,high,Mid-capacity
Hyundai,Santa FE,2013,SUV,60000,2000,Diesel,Automatic,15999,9,6666,low,Mid-capacity
Skoda,Octavia,2007,Hatchback,384000,1900,Diesel,Automatic,7300,15,25600,high,Mid-capacity
Skoda,Octavia,2020,Universal,21500,1400,Petrol,Automatic,18500,2,10750,medium,Low-capacity
BMW,X5,2004,SUV,300000,2993,Diesel,Automatic,3000,18,16666,medium,Mid-capacity
Audi,A8,2013,Sedan,112000,1996,Hybrid,Automatic,19700,9,12444,medium,Mid-capacity
Toyota,Auris,2016,Universal,180000,1800,Hybrid,Automatic,9900,6,30000,high,Mid-capacity
Chrysler,Voyager,1999,Minivan,250000,2500,Diesel,Manual,2500,23,10869,medium,Mid-capacity
Skoda,Fabia,2015,Universal,171000,1400,Diesel,Manual,7199,7,24428,high,Low-capacity
Dacia,Logan Mcv,2018,Universal,72000,898,Petrol,Manual,8400,4,18000,medium,Microlitre
Mercedes,R Class,2007,Universal,250900,2987,Diesel,Automatic,5500,15,16726,medium,Mid-capacity
Dacia,Sandero Stepway,2017,Hatchback,38000,898,Petrol,Manual,7000,5,7600,low,Microlitre
Nissan,Qashqai+2,2008,Crossover,145000,2000,Petrol,Manual,6500,14,10357,medium,Mid-capacity
Honda,Accord,2014,Sedan,150000,2000,Hybrid,Automatic,12490,8,18750,medium,Mid-capacity
Toyota,Auris,2008,Hatchback,280000,1400,Diesel,Manual,5550,14,20000,high,Low-capacity
Dacia,Sandero Stepway,2017,Hatchback,38000,898,Petrol,Manual,7000,5,7600,low,Microlitre
Nissan,Qashqai+2,2008,Crossover,145000,2000,Petrol,Manual,6500,14,10357,medium,Mid-capacity
Honda,Accord,2014,Sedan,150000,2000,Hybrid,Automatic,12490,8,18750,medium,Mid-capacity
Toyota,Auris,2008,Hatchback,280000,1400,Diesel,Manual,5550,14,20000,high,Low-capacity
Renault,Megane,2008,Universal,301362,1500,Diesel,Manual,4300,14,21525,high,Low-capacity
Dacia,Logan,2011,Sedan,300000,1200,Metan/Propan,Manual,2500,11,27272,high,Low-capacity
Volkswagen,Polo,2007,Hatchback,222000,1400,Petrol,Manual,4099,15,14800,medium,Low-capacity
Volkswagen,Passat,1996,Universal,360000,2000,Metan/Propan,Manual,2000,26,13846,medium,Mid-capacity
Skoda,Yeti,2014,Crossover,170000,1800,Petrol,Automatic,11200,8,21250,high,Mid-capacity
Volkswagen,Tiguan,2009,SUV,188000,1998,Diesel,Automatic,9000,13,14461,medium,Mid-capacity
Mercedes,Vito,2008,Minivan,260000,2200,Diesel,Manual,6699,14,18571,medium,Mid-capacity
Land Rover,Range Rover,2014,SUV,117000,3000,Diesel,Automatic,47990,8,14625,medium,Mid-capacity
Lexus,RX Series,2004,Crossover,255000,3000,Metan/Propan,Automatic,9200,18,14166,medium,Mid-capacity
Lexus,RX Series,1999,SUV,240800,3000,Metan/Propan,Automatic,5800,23,10469,medium,Mid-capacity
Mercedes,S Class,2014,Sedan,98000,2998,Diesel,Automatic,47300,8,12250,medium,Mid-capacity
Jeep,Cherokee,2002,SUV,169422,2500,Diesel,Manual,10000,20,8471,low,Mid-capacity
Toyota,Carina,1994,Hatchback,372000,1600,Metan/Propan,Manual,2100,28,13285,medium,Low-capacity
Toyota,Auris,2009,Sedan,193000,1400,Diesel,Manual,5700,13,14846,medium,Low-capacity
Honda,CR-V,2012,Universal,200000,2200,Diesel,Automatic,13200,10,20000,high,Mid-capacity
Chevrolet,Kalos,2006,Sedan,195000,1400,Petrol,Automatic,3000,16,12187,medium,Low-capacity
Volkswagen,Touran,2009,Minivan,178208,1400,Petrol,Manual,7000,13,13708,medium,Low-capacity
Dacia,Logan,2008,Sedan,380587,1395,Metan/Propan,Manual,2600,14,27184,high,Low-capacity
Toyota,Highlander,2012,SUV,110000,2700,Petrol,Automatic,17000,10,11000,medium,Mid-capacity
Ford,Fusion,2014,Sedan,202000,2000,Hybrid,Automatic,11500,8,25250,high,Mid-capacity
Lexus,Es Series,2016,Sedan,67300,2500,Hybrid,Automatic,26400,6,11216,medium,Mid-capacity
Toyota,Corolla Verso,2008,Minivan,200000,2200,Diesel,Manual,7000,14,14285,medium,Mid-capacity
Lexus,RX Series,2005,Crossover,280000,3000,Metan/Propan,Automatic,8500,17,16470,medium,Mid-capacity
Dacia,Logan,2011,Universal,235000,1500,Diesel,Manual,5500,11,21363,high,Low-capacity
Hyundai,Santa FE,2017,SUV,130860,2199,Diesel,Automatic,21500,5,26172,high,Mid-capacity
Peugeot,407,2007,Sedan,297000,2200,Diesel,Manual,3500,15,19800,high,Mid-capacity
Opel,Zafira,2004,Roadster,480000,1800,Metan/Propan,Manual,4000,18,26666,high,Mid-capacity
BMW,X6,2013,SUV,135000,3000,Diesel,Automatic,32000,9,15000,medium,Mid-capacity
Volkswagen,Tiguan,2017,Crossover,100000,2000,Petrol,Automatic,12700,5,20000,high,Mid-capacity
Volvo,S60,2015,Sedan,57500,1600,Diesel,Automatic,15500,7,8214,low,Low-capacity
Toyota,Avensis,2009,Universal,210000,2200,Diesel,Automatic,8800,13,16153,medium,Mid-capacity
Renault,Megane,2011,Universal,20000,1500,Diesel,Manual,5800,11,1818,low,Low-capacity
Toyota,Auris,2014,Universal,232900,1400,Diesel,Manual,9300,8,29112,high,Low-capacity
BMW,X5,2004,Crossover,240000,3000,Metan/Propan,Automatic,8700,18,13333,medium,Mid-capacity
Citroen,Xsara,2000,Sedan,50000,1800,Petrol,Manual,1200,22,2272,low,Mid-capacity
Mercedes,Vito,2010,Microvan,239352,2148,Diesel,Manual,8000,12,19946,high,Mid-capacity
Peugeot,Partner,2001,Minivan,111111,1900,Diesel,Manual,1650,21,5291,low,Mid-capacity
Mercedes,E Class,2014,Sedan,158000,2000,Petrol,Automatic,18000,8,19750,high,Mid-capacity
Mercedes,S Class,1998,Sedan,350000,4200,Petrol,Automatic,3750,24,14583,medium,Large-capacity
KIA,Rio,2006,Sedan,193415,1500,Diesel,Manual,3650,16,12088,medium,Low-capacity
Peugeot,508,2013,Sedan,180000,2000,Hybrid,Automatic,11850,9,20000,high,Mid-capacity
Volkswagen,Multivan,2011,Minivan,145000,1968,Diesel,Automatic,17800,11,13181,medium,Mid-capacity
Dacia,Sandero,2013,Hatchback,122213,898,Petrol,Manual,4100,9,13579,medium,Microlitre
Volkswagen,Tiguan,2017,Crossover,168000,2000,Diesel,Automatic,19600,5,33600,high,Mid-capacity
Skoda,Octavia,2012,Universal,140000,1200,Petrol,Automatic,7500,10,14000,medium,Low-capacity
BMW,6 Series,2006,Coupe,161000,3000,Metan/Propan,Automatic,12500,16,10062,low,Mid-capacity
Mitsubishi,Outlander,2014,Crossover,175000,2000,Plug-in Hybrid,Automatic,12300,8,21875,high,Mid-capacity
KIA,Sorento,2016,SUV,40000,1995,Diesel,Automatic,15000,6,6666,low,Mid-capacity
Mercedes,E Class,2006,Sedan,275000,2200,Diesel,Automatic,12500,16,17187,medium,Mid-capacity
Volkswagen,Transporter,2002,Minivan,251000,2500,Diesel,Manual,5500,20,12550,medium,Mid-capacity
Skoda,Octavia,2012,Hatchback,142000,1197,Petrol,Manual,6399,10,14200,medium,Low-capacity
Lexus,NX Series,2014,Crossover,110000,2500,Hybrid,Automatic,26500,8,13750,medium,Mid-capacity
Volvo,XC90,2005,Crossover,24500,2400,Diesel,Automatic,8500,17,1441,low,Mid-capacity
Toyota,Avalon,2016,Sedan,72000,2500,Hybrid,Automatic,18500,6,12000,medium,Mid-capacity
BMW,3 Series,2003,Sedan,300000,2000,Metan/Propan,Manual,5200,19,15789,medium,Mid-capacity
Volvo,XC90,2005,Crossover,24500,2400,Diesel,Automatic,8500,17,1441,low,Mid-capacity
Toyota,Avalon,2016,Sedan,72000,2500,Hybrid,Automatic,18500,6,12000,medium,Mid-capacity
Toyota,Land Cruiser Prado,2007,SUV,300000,3000,Diesel,Automatic,14800,15,20000,high,Mid-capacity
Porsche,Cayenne,2012,SUV,125000,3000,Diesel,Automatic,34500,10,12500,medium,Mid-capacity
Jeep,Cherokee,2015,SUV,180000,2000,Diesel,Automatic,18500,7,25714,high,Mid-capacity
Peugeot,107,2011,Hatchback,33000,1400,Petrol,Manual,5500,11,3000,low,Low-capacity
Audi,A4,2008,Sedan,136000,2000,Diesel,Manual,9000,14,9714,low,Mid-capacity
BMW,X3,2006,SUV,156000,2000,Petrol,Manual,8000,16,9750,low,Mid-capacity
Renault,Megane,2005,Universal,290000,1500,Diesel,Manual,3100,17,17058,medium,Low-capacity
Honda,CR-V,2013,Crossover,120000,2200,Diesel,Automatic,18200,9,13333,medium,Mid-capacity
Skoda,Roomster,2008,Universal,260000,1400,Diesel,Manual,4450,14,18571,medium,Low-capacity
Opel,Vectra,2003,Universal,234751,1800,Petrol,Manual,3200,19,12355,medium,Mid-capacity
Renault,Megane,2015,Universal,120000,1500,Diesel,Automatic,8600,7,17142,medium,Low-capacity
Lexus,RX Series,2012,SUV,181000,3500,Hybrid,Automatic,27000,10,18100,medium,Large-capacity
Ford,C-Max,2014,Universal,69000,1000,Petrol,Manual,6500,8,8625,low,Microlitre
Toyota,Land Cruiser Prado,2009,SUV,180000,3000,Diesel,Automatic,22500,13,13846,medium,Mid-capacity
Volkswagen,Touran,2012,Minivan,139000,1400,Metan/Propan,Automatic,9000,10,13900,medium,Low-capacity
Toyota,Auris,2014,Universal,171000,1400,Diesel,Manual,8500,8,21375,high,Low-capacity
BMW,3 Series,2000,Coupe,148000,1991,Petrol,Automatic,7100,22,6727,low,Mid-capacity
Honda,CR-V,2013,Crossover,165000,2200,Diesel,Automatic,16900,9,18333,medium,Mid-capacity
Lexus,CT Series,2011,Hatchback,141159,1800,Hybrid,Automatic,11500,11,12832,medium,Mid-capacity
Skoda,Superb,2018,Sedan,50000,2000,Petrol,Automatic,27800,4,12500,medium,Mid-capacity
BMW,5 Series,2006,Sedan,250000,2997,Diesel,Automatic,6999,16,15625,medium,Mid-capacity
